Potential Resistance region,,Region length,Reads mapped to region,reads mapped per kilobase region
gb|JN118546|+|1761-2562|ARO:3001500|OXA-251,,802,0,0
gb|AY494717|+|0-864|ARO:3002334|GES-5,,864,0,0
gb|DQ369751|+|0-861|ARO:3001016|TEM-149,,861,0,0
gb|FM957884|+|87-585|ARO:3003018|dfrA22,,499,0,0
gb|JX313020|+|0-876|ARO:3001991|CTX-M-132,,876,0,0
gb|HM855205|+|0-801|ARO:3002294|VIM-24,,801,0,0
gb|KJ657570|+|0-801|ARO:3001495|OXA-233,,801,0,0
gb|JN248564|+|0-825|ARO:3001669|OXA-223,,825,0,0
gb|KF148593|+|0-738|ARO:3002222|IMP-31,,738,0,0
gb|AF313471|+|1421-2288|ARO:3002240|CARB-1,,868,0,0
gb|AY289608|+|1523-2078|ARO:3002588|AAC(6')-I30,,556,0,0
gb|DQ195536|+|0-1248|ARO:3000865|oleD,,1248,0,0
gb|AB204810|+|186-1533|ARO:3000753|abeM,,1348,0,0
gb|KC580658|+|0-645|ARO:3002781|QnrB69,,645,0,0
gb|U59183|+|247-859|ARO:3002581|AAC(6')-Ib10,,613,0,0
gb|AY157676|+|0-876|ARO:3001888|CTX-M-26,,876,0,0
gb|AF078527|+|3769-4303|ARO:3000230|ANT(2'')-Ia,,535,0,0
gb|EF540343|-|1059-1440|ARO:3000160|blaI,,382,0,0
gb|AF357599|+|253-1402|ARO:3002022|CMY-11,,1150,0,0
gb|GQ152601|+|0-1152|ARO:3002185|MOX-6,,1152,0,0
gb|AM411407|+|0-876|ARO:3001921|CTX-M-60,,877,0,0
gb|X54723|+|818-1679|ARO:3002535|AAC(3)-IIc,,862,0,0
gb|KF057030|+|0-825|ARO:3001684|OXA-313,,825,0,0
gb|JN935135|+|0-861|ARO:3001053|TEM-193,,861,0,0
gb|M63556|+|90-840|ARO:3000578|CcrA,,751,0,0
gb|JX486113|+|0-795|ARO:3002668|rmtG,,795,0,0
gb|KF958750|+|0-879|ARO:3001861|IMI-4,,879,0,0
gb|KJ135345|+|14-839|ARO:3001568|OXA-382,,826,0,0
gb|DQ888718|+|0-825|ARO:3001649|OXA-99,,825,0,0
gb|L36601|+|1420-3130|ARO:3003036|oleB,,1710,0,0
gb|KM379100|+|0-882|ARO:3003180|KPC-22,,882,0,0
gb|NC_009641|-|1461588-1462248|ARO:3000838|arlR,,661,0,0
gb|GU127598|+|0-876|ARO:3001952|CTX-M-92,,876,0,0
gb|AJ250876|+|36-987|ARO:3000851|THIN-B,,952,0,0
gb|KC567681|+|1210-2041|ARO:3001694|OXA-257,,831,0,0
gb|Z22590|+|154-955|ARO:3001406|OXA-11,,802,0,0
gb|AE015929|-|1128933-1129419|ARO:3002865|dfrC,,487,0,0
gb|EF650034|+|0-825|ARO:3001639|OXA-108,,825,0,0
gb|KF057032|+|0-825|ARO:3001686|OXA-315,,825,0,0
gb|NC_003098|+|953382-954594|ARO:3000614|mefE,,1213,0,0
gb|KJ135342|-|48-873|ARO:3001576|OXA-390,,826,0,0
gb|KJ135343|+|14-839|ARO:3001574|OXA-388,,826,0,0
gb|AB010417|+|0-741|ARO:3002194|IMP-3,,741,0,0
gb|GU437214.1|+|0-774|ARO:3000858|armA,,774,0,0
gb|KF057027|+|0-825|ARO:3001443|OXA-121,,825,0,0
gb|JF460796|+|0-1146|ARO:3002075|CMY-62,,1146,0,0
gb|AY327540|+|0-858|ARO:3000986|TEM-124,,858,0,0
gb|AJ011293|+|0-1146|ARO:3002017|CMY-6,,1146,0,0
gb|AF043381|+|943-1744|ARO:3001414|OXA-19,,802,0,0
gb|AY423074|+|0-858|ARO:3001792|OXA-62,,858,0,0
gb|AB733453|+|3-849|ARO:3001204|SHV-167,,846,0,0
gb|HM113558|+|0-825|ARO:3001656|OXA-172,,825,0,0
gb|EU302865|+|0-681|ARO:3002730|QnrB15,,681,0,0
gb|U72743|+|385-1018|ARO:3002526|AAC(2')-Id,,634,0,0
gb|DQ445683|+|0-825|ARO:3001625|OXA-89,,825,0,0
gb|EU547446|+|0-825|ARO:3001652|OXA-131,,825,0,0
gb|LC037981|+|0-801|ARO:3003610|OXA-454,,801,0,0
gb|AJ277414|+|0-861|ARO:3000952|TEM-85,,861,0,0
gb|AM849805|+|262-1123|ARO:3000886|TEM-15,,861,0,0
gb|HQ203032|+|0-345|ARO:3000245|RbpA,,345,0,0
gb|AF318077|+|1147-1888|ARO:3002198|IMP-7,,742,0,0
gb|U60294|+|0-765|ARO:3003099|cphA2,,765,0,0
gb|AB302939|+|8-869|ARO:3001115|SHV-60,,862,0,0
gb|GQ390807|+|0-813|ARO:3001172|SHV-125,,813,0,0
gb|GU208678|+|0-864|ARO:3002344|GES-15,,864,0,0
gb|AY743434|+|46-1198|ARO:3002029|CMY-18,,1153,0,0
gb|AF294653|+|2749-4009|ARO:3002696|cmlA6,,1261,0,0
gb|FR717535|+|0-861|ARO:3000910|TEM-40,,861,0,0
gb|AF117743|+|0-780|ARO:3001077|SHV-19,,780,0,0
gb|AM176555|+|0-861|ARO:3001134|SHV-80,,861,0,0
gb|HG423149|+|39-915|ARO:3001962|CTX-M-103,,877,0,0
gb|AF409092|+|887-1754|ARO:3002246|CARB-7,,868,0,0
gb|HM245380|+|27-759|ARO:3002268|IND-12,,733,0,0
gb|AM051149|+|0-861|ARO:3002427|OKP-A-10,,861,0,0
gb|AF227204|+|73-934|ARO:3001084|SHV-26,,862,0,0
gb|AJ632249|+|0-810|ARO:3001772|OXA-59,,810,0,0
gb|LN515535|+|0-1146|ARO:3003173|MIR-17,,1146,0,0
gb|KF944358|+|0-861|ARO:3001393|TEM-216,,861,0,0
gb|GU186045|+|34-754|ARO:3002265|IND-9,,721,0,0
gb|AY553333|+|113-854|ARO:3002206|IMP-15,,742,0,0
gb|AF252623|+|0-876|ARO:3001876|CTX-M-13,,877,0,0
gb|DQ909059|+|0-861|ARO:3001023|TEM-157,,861,0,0
gb|AM982522|+|0-876|ARO:3001939|CTX-M-78,,876,0,0
gb|HQ219726|+|385-805|ARO:3002873|FosB3,,421,0,0
gb|NC_013452|+|2917-4297|ARO:3000178|tet(K),,1381,0,0
gb|EU342351|+|172-1033|ARO:3001118|SHV-63,,862,0,0
gb|EU408359|+|3791-4694|ARO:3002513|LRA-19,,904,0,0
gb|JN596280|+|1918-2782|ARO:3002348|GES-19,,865,0,0
gb|AB114632|+|655-1453|ARO:3002607|aadA7,,799,0,0
gb|AF164577|+|0-861|ARO:3001072|SHV-13,,861,0,0
gb|AM850912|+|0-861|ARO:3002469|LEN-22,,861,0,0
gb|HQ637576|+|0-861|ARO:3001179|SHV-135,,861,0,0
gb|JQ768046|+|7760-9440|ARO:3001313|facT,,1681,0,0
gb|HQ386846|+|0-681|ARO:3002741|QnrB26,,681,0,0
gb|NC_011586|+|3278907-3280158|ARO:3000780|adeI,,1252,0,0
gb|KM087841|+|0-1140|ARO:3002149|DHA-18,,1140,0,0
gb|D37830|+|90-966|ARO:3001906|CTX-M-44,,877,0,0
gb|AM941845|+|0-861|ARO:3001337|SHV-99,,861,0,0
gb|JX050178|+|0-852|ARO:3001058|TEM-199,,853,0,0
gb|AY150585|+|0-285|ARO:3001097|SHV-39,,285,0,0
gb|EU850412|+|2269-3166|ARO:3002249|CARB-10,,898,0,0
gb|AB753457|+|0-741|ARO:3002231|IMP-40,,741,0,0
gb|M28303|+|242-1187|ARO:3003564|EXO,,945,0,0
gb|Z28968|+|0-885|ARO:3002379|SME-1,,885,0,0
gb|AB028210|-|2710-3565|ARO:3002544|AAC(3)-Xa,,856,0,0
gb|JX173956|+|0-1152|ARO:3002190|MOX-8,,1152,0,0
gb|D13210|+|231-1098|ARO:3002250|CARB-12,,868,0,0
gb|AY263404|+|0-861|ARO:3001105|SHV-48,,861,0,0
gb|AY130284|+|0-785|ARO:3000941|TEM-75,,785,0,0
gb|AM941848|+|0-861|ARO:3001156|SHV-107,,861,0,0
gb|AJ561197|+|1320-2142|ARO:3002839|lnuF,,823,0,0
gb|EU515248|+|0-1149|ARO:3002186|MOX-3,,1149,0,0
gb|GQ396303|+|0-927|ARO:3002368|PER-6,,927,0,0
gb|X78117|+|141-1287|ARO:3001857|LAT-1,,1147,0,0
gb|KF976462|+|111558-112122|ARO:3003011|dfrA10,,565,0,0
gb|AY261375|+|0-765|ARO:3003104|cphA8,,765,0,0
gb|EU259884|-|6411-7311|ARO:3002374|VEB-6,,901,0,0
gb|Y00459|+|2824-3748|ARO:3002657|APH(6)-Ia,,925,0,0
gb|GQ402541|+|0-1146|ARO:3002060|CMY-49,,1146,0,0
gb|JF268688|-|5407-6232|ARO:3001809|OXA-209,,826,0,0
gb|AY130287|+|0-822|ARO:3002472|LEN-4,,823,0,0
gb|KF564648|+|0-1146|ARO:3002120|CMY-108,,1146,0,0
gb|AF173226|+|2558-3755|ARO:3003051|smeA,,1198,0,0
gb|HQ449669|+|0-657|ARO:3002708|QnrA2,,657,0,0
gb|AF155139|+|6976-7648|ARO:3002952|vanXF,,673,0,0
gb|EU250284|+|3557-4658|ARO:3002974|vanTrL,,1102,0,0
gb|KM433672|+|0-822|ARO:3003161|OXA-423,,822,0,0
gb|AY584237|+|123-1008|ARO:3002381|SME-3,,886,0,0
gb|JQ407409|+|1168-1909|ARO:3002219|IMP-28,,742,0,0
gb|JQ734687|+|0-813|ARO:3002354|NDM-3,,813,0,0
gb|FN546177|+|0-1146|ARO:3002056|CMY-45,,1146,0,0
gb|AF099140|+|136-1363|ARO:3002826|EreA2,,1228,0,0
gb|DQ322460|+|15-876|ARO:3001139|SHV-85,,862,0,0
gb|JN676230|+|1549-2350|ARO:3002302|VIM-32,,802,0,0
gb|HQ875573|+|0-741|ARO:3002229|IMP-38,,741,0,0
gb|U75299|+|0-717|ARO:3002671|cat-TC,,717,0,0
gb|EF136377|+|0-861|ARO:3001026|TEM-160,,861,0,0
gb|NC_003197|+|1707357-1707795|ARO:3002571|AAC(6')-Iaa,,439,0,0
gb|AY289548|+|0-861|ARO:3001108|SHV-51,,861,0,0
gb|FJ919776|+|208-1069|ARO:3001034|TEM-168,,861,0,0
gb|AJ866988|+|0-861|ARO:3000994|TEM-130,,861,0,0
gb|DQ491200|+|0-825|ARO:3001437|OXA-67,,825,0,0
gb|AF427127|+|208-1069|ARO:3000948|TEM-81,,862,0,0
gb|HE963770|+|0-825|ARO:3001674|OXA-249,,825,0,0
gb|FJ627180|+|0-926|ARO:3002367|PER-5,,926,0,0
gb|AJ781421|+|0-1146|ARO:3002027|CMY-16,,1146,0,0
gb|KM401566|-|1211-2033|ARO:3003117|OXA-421,,823,0,0
gb|AF326355|+|0-864|ARO:3002331|GES-2,,864,0,0
gb|EU274581|+|0-861|ARO:3001153|SHV-104,,861,0,0
gb|KJ476816.1|+|79-925|ARO:3000861|rmtC,,846,0,0
gb|NC_006350.1|-|2150965-2152165|ARO:3002982|amrA,,1200,0,0
gb|DQ256079|+|0-1146|ARO:3002033|CMY-22,,1146,0,0
gb|HE650138|+|2186-2918|ARO:3003205|Erm(43),,732,0,0
gb|M22126|+|372-1164|ARO:3002650|APH(3')-Vb,,793,0,0
gb|AF173226|-|351-1041|ARO:3003066|smeR,,691,0,0
gb|AY862132|+|0-825|ARO:3001645|OXA-78,,825,0,0
gb|AF441286|+|224-965|ARO:3000843|MUS-1,,742,0,0
gb|AY566250|+|391-1555|ARO:3000391|norA,,1165,0,0
gb|JN051143|+|0-861|ARO:3001182|SHV-140,,861,0,0
gb|DQ365886|+|0-801|ARO:3002283|VIM-13,,801,0,0
gb|LN515533|+|0-867|ARO:3003154|SHV-187,,867,0,0
gb|AL123456|-|3626662-3627349|ARO:3000816|mtrA,,688,0,0
gb|AM850922|+|24-885|ARO:3002453|OKP-B-20,,861,0,0
gb|AB205197|+|3-876|ARO:3001924|CTX-M-63,,873,0,0
gb|EU136183|+|0-681|ARO:3002731|QnrB16,,681,0,0
gb|NC_004722.1|+|1972251-1972668|ARO:3000172|FosB,,417,0,0
gb|HQ111474|+|1056-1857|ARO:3001475|OXA-183,,802,0,0
gb|AB639410|+|0-1404|ARO:3003039|oprA,,1404,0,0
gb|FJ872411|+|44192-45266|ARO:3002935|vanSE,,1075,0,0
gb|JF800667|+|657-1458|ARO:3001483|OXA-205,,802,0,0
gb|HQ877615|+|0-861|ARO:3001159|SHV-110,,861,0,0
gb|DQ519086|+|1198-2023|ARO:3001627|OXA-91,,826,0,0
gb|AF060206|+|0-774|ARO:3001412|OXA-17,,775,0,0
gb|EF614235|+|2246-2801|ARO:3002586|AAC(6')-32,,556,0,0
gb|GQ390805|+|0-813|ARO:3001170|SHV-123,,813,0,0
gb|X07848|+|271-913|ARO:3002685|catIII,,643,0,0
gb|DQ278190|+|0-474|ARO:3002861|dfrA5,,474,0,0
gb|KC202804|+|3874-4531|ARO:3002803|QnrVC6,,658,0,0
gb|GQ351345|+|0-1146|ARO:3002086|CMY-73,,1146,0,0
gb|AJ557142|+|0-876|ARO:3001894|CTX-M-32,,876,0,0
gb|AF205943|+|7511-8312|ARO:3001405|OXA-10,,802,0,0
gb|AY740681|+|7102-8029|ARO:3002365|PER-3,,928,0,0
gb|HM439641|+|0-645|ARO:3002742|QnrB27,,645,0,0
gb|EU780012|+|2162-2645|ARO:3002859|dfrA14,,484,0,0
gb|KF305673|+|17-1163|ARO:3002070|CMY-99,,1147,0,0
gb|M20129|+|0-900|ARO:3001307|VgbA,,900,0,0
gb|AB498758|+|3738-5762|ARO:3003440|mecB,,2025,0,0
gb|AF509241|+|0-828|ARO:3001419|OXA-24,,828,0,0
gb|X98102|+|73-934|ARO:3001061|SHV-2A,,862,0,0
gb|AM412777|+|117-918|ARO:3001439|OXA-101,,802,0,0
gb|AF117747|+|0-780|ARO:3001081|SHV-23,,780,0,0
gb|EU408346|-|4825-5713|ARO:3002482|LRA-1,,889,0,0
gb|EU886977|+|543-1110|ARO:3002575|AAC(6')-Iai,,568,0,0
gb|DQ328802|+|0-861|ARO:3001140|SHV-86,,861,0,0
gb|FJ214367|+|0-876|ARO:3001945|CTX-M-84,,876,0,0
gb|AY227051|+|0-765|ARO:3003101|cphA5,,765,0,0
gb|AY029068|+|0-876|ARO:3001879|CTX-M-16,,876,0,0
gb|EU917444|+|1716-2382|ARO:3002787|QnrC,,667,0,0
gb|AJ854182|+|0-801|ARO:3001798|OXA-74,,801,0,0
gb|KF481967|+|0-885|ARO:3002382|SME-4,,885,0,0
gb|CP011502.1|+|3324540-3325563|ARO:3000594|ErmR,,1023,0,0
gb|AM931008|+|0-1146|ARO:3002049|CMY-38,,1146,0,0
gb|JN935136|+|0-861|ARO:3001054|TEM-194,,861,0,0
gb|KJ461948|+|3-876|ARO:3002009|CTX-M-152,,873,0,0
gb|FJ872411|+|39735-40794|ARO:3002907|vanE,,1060,0,0
gb|KF460532|+|0-831|ARO:3001549|OXA-362,,831,0,0
gb|AJ272109|+|0-888|ARO:3000582|L1,,888,0,0
gb|KM211509|+|0-876|ARO:3003164|CTX-M-156,,876,0,0
gb|AF547625|+|0-861|ARO:3001103|SHV-45,,861,0,0
gb|AY264780|-|1824-3006|ARO:3000569|tet(41),,1183,0,0
gb|KM659858|+|401-1154|ARO:3003194|GIM-2,,754,0,0
gb|DQ516970|+|0-1987|ARO:3002882|lmrD,,1987,0,0
gb|HM570035|+|0-825|ARO:3001473|OXA-179,,825,0,0
gb|FR772051|+|8740-10315|ARO:3002833|vgaE,,1576,0,0
gb|JX121121|+|0-858|ARO:3001193|SHV-154,,858,0,0
gb|HQ877606|+|0-861|ARO:3001056|TEM-197,,861,0,0
gb|AJ550807|+|2242-2983|ARO:3002204|IMP-13,,742,0,0
gb|FJ815436|+|195-1071|ARO:3001932|CTX-M-71,,877,0,0
gb|DQ268764|+|5891-6767|ARO:3001915|CTX-M-53,,877,0,0
gb|M55620|+|0-660|ARO:3002687|catQ,,660,0,0
gb|JX259318|+|0-681|ARO:3002770|QnrB57,,681,0,0
gb|GQ152602|+|0-1152|ARO:3002189|MOX-7,,1152,0,0
gb|KJ155695|+|0-1146|ARO:3002122|CMY-111,,1146,0,0
gb|AM087453|+|25-856|ARO:3001138|SHV-84,,832,0,0
gb|HQ998857|+|0-825|ARO:3001664|OXA-203,,825,0,0
gb|NC_006582|+|1162417-1163470|ARO:3002816|clbC,,1054,0,0
gb|DQ013287|+|0-861|ARO:3001124|SHV-70,,861,0,0
gb|DQ072853|+|0-861|ARO:3001003|TEM-139,,861,0,0
gb|DQ125241|+|0-876|ARO:3001865|CTX-M-2,,876,0,0
gb|AJ555823|+|0-1146|ARO:3002026|CMY-15,,1146,0,0
gb|X55353|+|278-713|ARO:3002553|AAC(6')-If,,436,0,0
gb|AB196988|+|0-741|ARO:3002211|IMP-20,,741,0,0
gb|Z54241|+|529-1051|ARO:3002559|AAC(6')-Ip,,523,0,0
gb|EF373972|+|0-861|ARO:3001147|SHV-95,,861,0,0
gb|AY130282|+|0-764|ARO:3000980|TEM-117,,764,0,0
gb|EF426798|+|0-876|ARO:3001940|CTX-M-79,,876,0,0
gb|AY123251|+|2950-3505|ARO:3002594|AAC(6')-IIa,,556,0,0
gb|AM051153|+|0-861|ARO:3002437|OKP-B-4,,861,0,0
gb|HE614014|+|0-825|ARO:3001503|OXA-258,,825,0,0
gb|KF986256|-|40-865|ARO:3001561|OXA-375,,826,0,0
gb|AY178993|+|574-1471|ARO:3002247|CARB-8,,898,0,0
gb|AM850919|+|24-885|ARO:3002450|OKP-B-17,,861,0,0
gb|AY769962|+|5610-7065|ARO:3000782|adeK,,1456,0,0
gb|AF347054|+|208-1069|ARO:3000947|TEM-80,,862,0,0
gb|AF155139|+|4338-4959|ARO:3002963|vanZF,,622,0,0
gb|KF513179|+|0-861|ARO:3001388|TEM-211,,861,0,0
gb|DQ151889|+|0-657|ARO:3002712|QnrA6,,657,0,0
gb|AF031328|+|0-441|ARO:3002564|AAC(6')-It,,441,0,0
gb|U95364|+|5-881|ARO:3001868|CTX-M-5,,877,0,0
gb|JQ028729|+|0-864|ARO:3002347|GES-18,,864,0,0
gb|DQ303918|+|0-600|ARO:3002547|AAC(6')-Ib-cr,,600,0,0
gb|AY288523|+|0-825|ARO:3001671|OXA-49,,825,0,0
gb|AY768531|+|0-1179|ARO:3000533|macA,,1179,0,0
gb|X74325|+|645-1908|ARO:3002656|APH(4)-Ib,,1264,0,0
gb|KC580656|+|0-645|ARO:3002779|QnrB67,,645,0,0
gb|AM850908|+|0-861|ARO:3002465|LEN-18,,861,0,0
gb|AF535128|+|0-861|ARO:3001098|SHV-40,,861,0,0
gb|AF350424|+|0-771|ARO:3001428|OXA-34,,771,0,0
gb|AY112998|+|196-961|ARO:3003093|CEPH-A3,,766,0,0
gb|FJ907381|+|0-876|ARO:3001950|CTX-M-90,,876,0,0
gb|KF478993|-|6002-6704|ARO:3002930|vanRO,,703,0,0
gb|KF057034|+|0-825|ARO:3001688|OXA-317,,825,0,0
gb|EF622224|+|0-1146|ARO:3002042|CMY-31,,1146,0,0
gb|DQ075245|+|217-1078|ARO:3001006|TEM-143,,861,0,0
gb|KF297582|+|0-822|ARO:3001540|OXA-353,,822,0,0
gb|AJ295344|+|0-1173|ARO:3002519|OCH-6,,1173,0,0
gb|KF478993|+|2576-3185|ARO:3002954|vanXO,,610,0,0
gb|AY487229|+|2152-2893|ARO:3000602|Erm(39),,742,0,0
gb|M37839|+|927-2073|ARO:3002166|MIR-1,,1147,0,0
gb|AB917040|+|736-1135|ARO:3003207|FosK,,399,0,0
gb|HQ285243|+|0-1146|ARO:3002068|CMY-57,,1146,0,0
gb|AB372881|+|8-869|ARO:3001160|SHV-111,,862,0,0
gb|EU358785|+|720-1521|ARO:3001803|OXA-142,,802,0,0
gb|AJ514254|+|0-1923|ARO:3000197|tet36,,1923,0,0
gb|AF535127|+|208-1069|ARO:3000978|TEM-115,,861,0,0
gb|AB765395|+|0-1143|ARO:3002993|AQU-1,,1143,0,0
gb|AB753458|+|0-738|ARO:3002232|IMP-41,,738,0,0
gb|FJ349556|+|3056-3758|ARO:3002961|vanYM,,703,0,0
gb|D14532|+|1038-1974|ARO:3001306|ErmW,,937,0,0
gb|AY762325|+|115-937|ARO:3001785|OXA-73,,823,0,0
gb|KM087842|+|0-822|ARO:3001584|OXA-398,,822,0,0
gb|JQ422054|+|100-931|ARO:3001693|OXA-230,,832,0,0
gb|U97042|+|0-1218|ARO:3003009|ceoA,,1219,0,0
gb|AJ000283|+|619-1849|ARO:3000343|tap,,1231,0,0
gb|FR848831|+|0-861|ARO:3001375|TEM-184,,861,0,0
gb|AB777501|+|1398-2136|ARO:3002235|IMP-44,,739,0,0
gb|FJ349556|+|3883-4864|ARO:3002947|vanHM,,982,0,0
gb|AF495873|+|0-861|ARO:3000964|TEM-101,,861,0,0
gb|AJ277535|+|0-1149|ARO:3002158|FOX-4,,1149,0,0
gb|AM176548|+|16-874|ARO:3001127|SHV-73,,858,0,0
gb|AJ488302|+|0-810|ARO:3001769|OXA-42,,810,0,0
gb|EF576988|+|239-1115|ARO:3001927|CTX-M-66,,877,0,0
gb|JQ820240|+|590-1421|ARO:3001676|OXA-235,,832,0,0
gb|JX121118|+|0-858|ARO:3001190|SHV-151,,858,0,0
gb|KJ865754|+|0-828|ARO:3001606|OXA-415,,828,0,0
gb|AF219135|+|0-729|ARO:3002260|IND-4,,729,0,0
gb|L07778|+|0-660|ARO:3002840|vatA,,660,0,0
gb|AB901141|+|0-864|ARO:3002353|GES-24,,864,0,0
gb|EF540343|+|214-985|ARO:3002623|ANT(4')-Ia,,772,0,0
gb|D89862|+|111-981|ARO:3001907|CTX-M-45,,870,0,0
gb|AF072684|+|117-993|ARO:3001075|SHV-16,,877,0,0
gb|AF104441|+|193-1054|ARO:3000922|TEM-53,,861,0,0
gb|KF421162|+|0-822|ARO:3001546|OXA-359,,822,0,0
gb|AF299299|+|0-861|ARO:3001086|SHV-28,,861,0,0
gb|KF048909|+|0-825|ARO:3001526|OXA-338,,825,0,0
gb|AF015087|+|435-1611|ARO:3002702|cmrA,,1177,0,0
gb|EF192154|+|0-741|ARO:3002215|IMP-24,,741,0,0
gb|JN596991|+|482-1223|ARO:3002209|IMP-18,,742,0,0
gb|AB781687|+|0-825|ARO:3001682|OXA-254,,825,0,0
gb|NC_005076|+|9897-10629|ARO:3000599|Erm(33),,733,0,0
gb|JX121115|+|0-858|ARO:3001187|SHV-148,,858,0,0
gb|KF478993|+|1539-2580|ARO:3002913|vanO,,1042,0,0
gb|AF488377|+|62-938|ARO:3001885|CTX-M-23,,877,0,0
gb|KF203100|+|0-822|ARO:3001514|OXA-326,,822,0,0
gb|AF155139|+|5939-6971|ARO:3002908|vanF,,1033,0,0
gb|KF297580|+|0-822|ARO:3001538|OXA-351,,822,0,0
gb|EU675686|+|3196-4042|ARO:3002616|aadA16,,847,0,0
gb|JF703135|+|0-813|ARO:3000590|NDM-2,,813,0,0
gb|EF102240|-|11722-12565|ARO:3001647|OXA-97,,844,0,0
gb|AY445080|+|0-801|ARO:3001795|OXA-56,,801,0,0
gb|AY635904|+|0-801|ARO:3002284|VIM-14,,801,0,0
gb|FJ755840|+|0-861|ARO:3002433|OKP-A-16,,861,0,0
gb|KJ020573|+|274-1150|ARO:3002002|CTX-M-144,,877,0,0
gb|AY368236|+|0-861|ARO:3000989|TEM-127,,861,0,0
gb|JX042489|+|141-1002|ARO:3000890|TEM-19,,861,0,0
gb|AY758206|+|2743-3589|ARO:3002611|aadA11,,847,0,0
gb|HQ913565|+|0-870|ARO:3001966|CTX-M-106,,870,0,0
gb|KF730651|+|0-657|ARO:3002796|QnrS7,,657,0,0
gb|JX121126|+|0-858|ARO:3001198|SHV-159,,858,0,0
gb|HM113563|+|0-825|ARO:3001661|OXA-177,,825,0,0
gb|AM051143|+|0-861|ARO:3002422|OKP-A-5,,861,0,0
gb|AF305837|+|0-876|ARO:3001875|CTX-M-12,,877,0,0
gb|FJ194494|+|171-996|ARO:3001779|OXA-146,,826,0,0
gb|KC004136|+|40-796|ARO:3000848|DIM-1,,757,0,0
gb|GQ244501|-|59-1619|ARO:3000573|tet(43),,1561,0,0
gb|L06156|+|263-800|ARO:3002523|AAC(2')-Ia,,538,0,0
gb|M88143|+|367-1228|ARO:3000884|TEM-12,,862,0,0
gb|JX982635|+|0-801|ARO:3002306|VIM-36,,801,0,0
gb|KF203108|+|0-825|ARO:3001522|OXA-334,,825,0,0
gb|Y10280|+|0-861|ARO:3000917|TEM-48,,861,0,0
gb|KP071470|+|0-801|ARO:3003178|VIM-42,,801,0,0
gb|AF155139|+|4978-5947|ARO:3002945|vanHF,,970,0,0
gb|EU274580|+|214-1075|ARO:3001030|TEM-164,,861,0,0
gb|AL009126|-|339155-339749|ARO:3003059|tmrB,,595,0,0
gb|AY027870|+|46-946|ARO:3002371|VEB-2,,901,0,0
gb|KM087845|+|0-1146|ARO:3002130|CMY-119,,1146,0,0
gb|AB014481|+|0-735|ARO:3002825|ErmY,,735,0,0
gb|HG934764|+|0-864|ARO:3001351|SHV-183,,864,0,0
gb|DQ279850|+|0-861|ARO:3001014|TEM-147,,861,0,0
gb|JF812965|+|0-861|ARO:3001167|SHV-120,,861,0,0
gb|AY136758|+|377-947|ARO:3002582|AAC(6')-Ib11,,571,0,0
gb|HM488989|+|0-822|ARO:3001468|OXA-168,,822,0,0
gb|HM015626|+|883-1540|ARO:3002800|QnrVC3,,658,0,0
gb|EF650033|+|0-825|ARO:3001638|OXA-107,,825,0,0
gb|AY436361|+|131-992|ARO:3000995|TEM-131,,861,0,0
gb|L38523|+|0-774|ARO:3001409|OXA-14,,775,0,0
gb|AY750912|+|0-825|ARO:3001618|OXA-70,,825,0,0
gb|EU419745|+|0-801|ARO:3002285|VIM-15,,801,0,0
gb|DQ157752|+|797-1664|ARO:3002241|CARB-2,,868,0,0
gb|AB364006|+|61-787|ARO:3000847|KHM-1,,727,0,0
gb|FJ262599|+|0-1149|ARO:3002184|MOX-4,,1149,0,0
gb|JX896165|+|0-876|ARO:3001992|CTX-M-134,,876,0,0
gb|X65252|+|175-1036|ARO:3000880|TEM-8,,862,0,0
gb|U82085|+|0-1659|ARO:3000118|vgaB,,1660,0,0
gb|KP096411|+|0-864|ARO:3003181|GES-26,,864,0,0
gb|AF031326|+|0-441|ARO:3002561|AAC(6')-Ir,,441,0,0
gb|DQ195535|+|0-1275|ARO:3000866|oleI,,1275,0,0
gb|AY156923|+|0-876|ARO:3001889|CTX-M-27,,876,0,0
gb|AL009126|+|1376516-1376855|ARO:3003063|ykkC,,340,0,0
gb|X55640|+|111-972|ARO:3001064|SHV-5,,862,0,0
gb|AY494718|+|0-864|ARO:3002335|GES-6,,864,0,0
gb|DQ485530|+|0-657|ARO:3002791|QnrS2,,657,0,0
gb|KF986255|+|16-841|ARO:3001560|OXA-374,,826,0,0
gb|AJ318094|+|0-861|ARO:3000961|TEM-94,,861,0,0
gb|HQ734812|+|0-825|ARO:3001666|OXA-201,,825,0,0
gb|DQ408762|+|0-876|ARO:3001920|CTX-M-59,,876,0,0
gb|AJ884726|-|539-1325|ARO:3002614|aadA14,,787,0,0
gb|AY949203|+|0-825|ARO:3001621|OXA-76,,825,0,0
gb|GU015024|+|0-879|ARO:3001860|IMI-3,,879,0,0
gb|EU375515|+|0-825|ARO:3001648|OXA-128,,825,0,0
gb|KF057029|+|0-825|ARO:3001683|OXA-312,,825,0,0
gb|GQ870432|+|30-906|ARO:3001951|CTX-M-91,,877,0,0
gb|AB016934|+|7388-8381|ARO:3000449|FomB,,994,0,0
gb|HQ342889|+|0-882|ARO:3002323|KPC-13,,882,0,0
gb|JQ808129|+|1598-2378|ARO:3002666|rmtF,,781,0,0
gb|NC_010611|+|251961-252762|ARO:3001415|OXA-20,,802,0,0
